-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7
-0.003358093,-0.00235105,-0.00271507,-0.002979441,-0.001860053,-0.000855521,0.001563164,0.004128295,0.001162052,0.000409414,-0.000757856,-0.00076707,-0.001395478
